Sample,X,Y,Z
772,-0.2237,0.7696,-0.0266
773,0.0848,1.1188,-0.0215
774,-0.0024,1.2504,0.0812
775,0.1774,1.0389,0.0984
776,-0.1079,0.6510,-0.0322
777,-0.1360,0.7259,0.0413
778,0.1698,1.2112,-0.1037
779,0.2006,1.3085,-0.0420
780,0.0905,1.0742,-0.0027
781,-0.1216,0.6311,-0.0637
782,-0.2269,0.7435,-0.0093
783,0.1169,1.0955,-0.1053
784,0.5723,1.4940,-0.1266
785,0.3904,1.0713,0.0098
786,-0.2109,0.6910,-0.0339
787,-0.4658,0.4965,-0.1064
788,-0.3096,0.8552,-0.1591
789,0.1865,1.3488,0.0282
790,0.5686,1.5992,0.0772
791,0.0129,0.8091,0.0474
792,-0.4018,0.4343,-0.0662
793,-0.0239,0.8334,-0.1313
794,0.3941,1.6855,-0.1326
795,0.4225,1.2352,0.0796
796,0.1048,0.5696,0.0576
797,-0.4617,0.5131,0.0474
798,-0.3533,0.9494,-0.1686
799,0.3149,1.5830,-0.1110
800,0.3423,1.3158,-0.0436
801,0.0739,0.6089,0.0371
802,-0.2324,0.4266,-0.0449
803,-0.0530,0.7939,-0.0721
804,0.3021,1.4714,0.0239
805,0.0439,1.4001,-0.0058
806,-0.1486,0.9036,0.0243
807,-0.2903,0.4291,-0.0228
808,-0.0405,0.9280,0.0493
809,0.3925,1.2063,-0.0181
810,0.1359,1.2905,0.0096
811,0.0328,1.1074,0.0510
812,-0.1987,0.6458,-0.0612
813,-0.2498,0.6930,-0.0018
814,0.1453,0.9756,-0.0432
815,0.2273,1.1633,-0.0264
816,0.3934,1.1447,0.0314
817,-0.0999,0.7719,-0.0494
818,-0.3647,0.7322,0.0282
819,-0.0849,0.9002,-0.0754
820,0.1149,1.3909,-0.0407
821,0.4075,1.3173,0.0446
822,0.0497,0.8741,0.0690
823,-0.3545,0.4651,-0.0259
824,-0.0620,0.6756,-0.1267
825,-0.2081,0.2815,0.0057
826,-0.5294,0.3441,-0.1435
827,-0.1198,1.0121,-0.1081
828,0.5678,1.6625,-0.0233
829,0.3469,1.2229,0.1097
830,-0.2283,0.6362,0.0491
831,-0.3349,0.5754,-0.1111
832,-0.0488,1.0283,-0.1597
833,0.2176,1.3981,0.0087
834,0.2916,1.2724,0.0758
835,0.1489,0.6649,0.0647
836,-0.2440,0.6727,0.0161
837,-0.0944,1.0417,-0.0128
838,0.0085,1.2709,-0.0915
839,0.0792,1.1470,-0.0898
840,0.2979,0.8423,0.0353
841,-0.1851,0.6136,0.0853
842,-0.1396,0.9065,0.0302
843,0.1303,1.1595,-0.1279
844,0.0696,1.2529,-0.0247
845,0.2350,1.0629,0.0424
846,-0.1609,0.5745,0.0239
847,-0.2231,0.7528,0.0941
848,0.1046,0.9461,-0.0999
849,0.0649,1.2877,-0.0391
850,0.3203,1.2825,0.0783
851,-0.2432,0.6932,-0.0034
852,-0.3569,0.6065,-0.0532
853,0.1455,0.8379,-0.1828
854,0.3914,1.4795,0.0195
855,0.5396,1.3686,0.0760
856,-0.1944,0.6476,-0.0798
857,-0.2081,0.2815,0.0057
858,-0.4824,0.5641,-0.1025
859,-0.0228,1.0488,-0.1343
860,0.4650,1.8001,-0.0270
861,0.3851,1.1343,0.0092
862,-0.1704,0.5267,0.0050
863,-0.5242,0.5037,-0.0770
864,0.1311,1.0133,-0.2191
865,0.4526,1.5385,-0.0773
866,0.0798,1.0474,0.0169
867,-0.1135,0.5721,-0.0029
868,-0.2799,0.6441,-0.0706
869,0.1035,1.0999,-0.1206
870,0.3948,1.5268,-0.0645
871,0.1889,1.2110,0.0788
872,-0.0132,0.7057,0.0032
873,-0.3229,0.6097,-0.0796
874,0.0248,1.1472,-0.0350
875,0.1660,1.1853,-0.0296
876,0.2021,1.1583,0.0303
877,0.1992,0.7914,0.0118
878,-0.2869,0.5662,-0.0048
879,-0.2659,0.8667,0.0163
880,0.0541,1.2311,-0.0631
881,0.1068,1.2679,0.0151
882,0.3350,1.0762,0.1161
883,-0.1531,0.6626,-0.0041
884,-0.2493,0.7145,0.0149
885,0.1646,0.9794,-0.1333
886,0.0959,1.3486,-0.0505
887,0.3611,1.1624,0.0590
888,-0.2795,0.6162,0.0260
889,-0.4468,0.5754,0.0070
890,0.1278,1.0349,-0.1137
891,0.3275,1.3713,-0.0663
892,0.4608,1.3385,0.1071
893,-0.1603,0.6867,0.0385
894,-0.4367,0.6077,-0.0130
895,0.1243,1.0240,-0.1829
896,0.3425,1.4979,-0.0308
897,0.2687,1.3403,0.1237
898,-0.1763,0.5605,-0.0511
899,-0.4619,0.3633,-0.1220
900,0.1025,0.9702,-0.1265
901,0.4687,1.6211,-0.0480
902,0.1631,1.2044,-0.0344
903,-0.0315,0.7311,-0.0750
904,-0.3169,0.5377,-0.0620
905,-0.1438,0.8088,-0.0219
906,0.3228,1.2354,-0.0671
907,0.3633,1.3264,-0.0395
908,0.2404,1.0910,0.0071
909,-0.2744,0.8275,-0.0200
910,-0.1155,0.7719,-0.0586
911,0.0154,1.1288,-0.0665
912,0.2878,1.3032,0.0437
913,0.2178,1.1355,0.0740
914,-0.4033,0.4783,-0.0857
915,-0.3561,0.5452,-0.0947
916,0.2727,1.0924,-0.0438
917,0.4877,1.5632,0.0324
918,0.3947,1.1676,-0.0189
919,-0.4130,0.7123,-0.0312
920,-0.5901,0.6372,-0.0690
921,0.0548,0.9933,-0.1369
922,0.5627,1.3986,0.0472
923,0.5363,1.1616,0.1296
924,-0.4395,0.4855,-0.0322
925,-0.4435,0.6120,-0.0323
926,0.1812,1.0557,-0.0747
927,0.3392,1.4413,0.0250
928,0.2495,1.2725,0.1199
929,-0.3926,0.4861,-0.0154
930,-0.4419,0.6224,0.0106
931,0.2906,1.1401,-0.1345
932,0.4503,1.5191,-0.0430
933,0.3989,1.0293,0.0465
934,-0.3677,0.5250,-0.0554
935,-0.4084,0.5657,-0.1516
936,0.1737,1.2757,-0.1438
937,0.2908,1.5490,0.0054
938,0.1997,1.2217,0.0978
939,-0.1840,0.4900,-0.0034
940,-0.2579,0.7461,-0.0503
941,0.2356,1.2352,-0.0952
942,0.3813,1.3585,-0.0036
943,-0.0125,0.9382,0.1248
944,-0.2024,0.3351,0.1053
945,-0.2452,0.8491,0.0199
946,0.0223,0.9269,-0.1009
947,0.1652,1.3103,-0.0497
948,0.1626,1.2236,0.0349
949,0.2346,0.7869,-0.0274
950,-0.2413,0.7412,-0.0393
951,0.0428,1.1436,-0.0464
952,0.0860,1.2321,-0.0937
953,-0.0037,1.0543,-0.0539
954,0.0552,0.7094,-0.0205
955,-0.0402,0.9246,-0.0134
956,-0.1110,1.0916,-0.0286
957,0.2407,1.0629,-0.0585
958,0.2053,1.2053,0.0057
959,0.1953,0.9151,0.0278
960,-0.2479,0.5385,0.0608
961,-0.2929,0.8181,-0.0634
962,0.2132,1.1945,0.0208
963,0.0605,1.3637,0.0685
964,-0.1120,0.8027,-0.0325
965,0.0403,0.5598,-0.0993
966,0.1801,1.1089,-0.0058
967,0.3981,1.3184,-0.0896
968,-0.0756,0.9016,-0.1658
969,-0.3892,0.7808,-0.0463
970,-0.0024,0.7958,-0.0041
971,0.2527,1.2224,0.0388
972,0.2100,1.1371,-0.0444
973,0.0087,0.9149,-0.1006
974,0.0405,0.9653,0.0013
975,0.2169,1.2361,0.0198
976,0.0096,1.2316,0.0385
977,-0.1494,0.8264,0.0547
978,-0.2364,0.6780,0.0240
979,-0.1855,0.9335,-0.0302
980,0.2603,1.0759,-0.0361
981,0.2631,0.9312,-0.1049
982,0.0837,0.8862,-0.0062
983,-0.0239,0.7780,-0.0683
984,-0.2471,1.1115,-0.0426
985,0.0665,1.0725,-0.1484
986,0.1644,1.1284,-0.0268
987,0.3548,0.9961,0.1621
988,-0.0015,0.7234,0.0222
989,-0.2439,0.9423,-0.0412
990,-0.0241,1.2059,-0.0861
991,-0.0815,1.0911,-0.0219
992,0.1741,0.9000,0.1050
993,0.1296,0.6653,0.1513
994,0.0336,0.8882,0.0946
995,-0.1025,1.2757,-0.0933
996,0.0209,1.1502,-0.1619
997,-0.1143,1.0452,-0.0198
998,0.0292,0.8513,0.0297
999,0.0463,0.9368,-0.0705
Rate 1595, overflows 2
